FID,id,country,latitude,longitude,area_type,sexes,number_males,number_males_deficient,number_females,number_females_deficient,citation,area_size,country_id,malaria_metrics_available
G6PD_Data.1140,1140,Philippines,16.534,120.399,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1141,1141,Philippines,14.317,120.767,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1142,1142,Philippines,14.767,121.6,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1143,1143,Philippines,9.266,118.399,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1144,1144,Philippines,17.416,120.467,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1145,1145,Philippines,8.983,125.331,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1146,1146,Philippines,14.075,120.635,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1147,1147,Philippines,13.325,121.306,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1148,1148,Philippines,11.563,124.398,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1149,1149,Philippines,14.662,120.945,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1150,1150,Philippines,10.883,122.6,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1151,1151,Philippines,6.501,124.65,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1152,1152,Philippines,14.9,121.033,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1153,1153,Philippines,14.434,120.883,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1154,1154,Philippines,10.517,122.517,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1155,1155,Philippines,14.832,120.282,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1156,1156,Philippines,8.518,124.566,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1157,1157,Philippines,14.8,120.533,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1158,1158,Philippines,14.62,120.576,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1159,1159,Philippines,11.009,124.612,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1160,1160,Philippines,8.486,123.808,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1161,1161,Philippines,9.563,123.416,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1162,1162,Philippines,10.7,122.474,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1163,1163,Philippines,6.689,125.352,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1164,1164,Philippines,14.366,121.485,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1165,1165,Philippines,7.83,123.436,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1166,1166,Philippines,13.97,121.687,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1167,1167,Philippines,14.267,121.45,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1168,1168,Philippines,14.383,121.482,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1169,1169,Philippines,11.159,124.995,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1170,1170,Philippines,11.053,124.391,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1171,1171,Philippines,7.318,125.701,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1172,1172,Philippines,11.559,122.794,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1173,1173,Philippines,11.729,122.096,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1174,1174,Philippines,7.849,124.81,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1175,1175,Philippines,15.663,120.587,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1176,1176,Philippines,11.467,122.767,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1177,1177,Philippines,7.149,125.898,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1178,1178,Philippines,14.833,120.781,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1179,1179,Philippines,17.625,121.465,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1180,1180,Philippines,11.107,122.642,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1181,1181,Philippines,14.548,121.07,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1182,1182,Philippines,17.799,121.483,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1183,1183,Philippines,18.168,120.728,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1184,1184,Philippines,11.483,122.999,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1185,1185,Philippines,13.04,121.486,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1186,1186,Philippines,10.264,123.583,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1187,1187,Philippines,9.947,125.258,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1188,1188,Philippines,17.6,121.367,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1189,1189,Philippines,13.033,123.45,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1190,1190,Philippines,14.885,120.85,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1191,1191,Philippines,13.291,123.482,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1192,1192,Philippines,14.72,121.943,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1193,1193,Philippines,6.218,125.061,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1194,1194,Philippines,10.367,122.867,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1195,1195,Philippines,11.484,122.829,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1196,1196,Philippines,15.084,120.533,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1197,1197,Philippines,10.941,122.637,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1198,1198,Philippines,16.117,120.612,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1199,1199,Philippines,13.042,124.192,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1200,1200,Philippines,8.582,125.9,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1201,1201,Philippines,18.199,121.049,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1202,1202,Philippines,13.514,120.946,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1203,1203,Philippines,9.741,118.73,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1204,1204,Philippines,14.904,120.851,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1205,1205,Philippines,10.526,122.811,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1206,1206,Philippines,7.733,125.115,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1207,1207,Philippines,9.238,117.992,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1208,1208,Philippines,16.483,121.267,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1209,1209,Philippines,17.316,121.599,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1210,1210,Philippines,13.814,122.784,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1211,1211,Philippines,16.782,121.532,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1212,1212,Philippines,14.656,121.595,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1213,1213,Philippines,17.516,121.631,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1214,1214,Philippines,12.579,122.283,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1215,1215,Philippines,13.847,121.208,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1216,1216,Philippines,14.417,120.85,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1217,1217,Philippines,16.231,120.481,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1218,1218,Philippines,12.581,121.515,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1219,1219,Philippines,11.583,122.755,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1220,1220,Philippines,12.843,120.784,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1221,1221,Philippines,9.109,124.725,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1222,1222,Philippines,10.925,123.423,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1223,1223,Philippines,8.855,124.795,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1224,1224,Philippines,17.149,120.532,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1225,1225,Philippines,7.08,125.725,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1226,1226,Philippines,13.967,121.499,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1227,1227,Philippines,12.581,122.133,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1228,1228,Philippines,13.6,124.1,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1229,1229,Philippines,15.308,120.857,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1230,1230,Philippines,10.417,122.85,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1231,1231,Philippines,7.867,125.232,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1232,1232,Philippines,15.075,120.964,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1233,1233,Philippines,10,125.583,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1234,1234,Philippines,10.756,121.945,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1235,1235,Philippines,12.357,121.069,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1236,1236,Philippines,14.083,121.199,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1237,1237,Philippines,15.789,120.988,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1238,1238,Philippines,14.816,121.05,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1239,1239,Philippines,13.83,121.396,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1240,1240,Philippines,15.367,120.969,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1241,1241,Philippines,15.047,120.782,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1242,1242,Philippines,14.98,120.158,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1243,1243,Philippines,16.984,122,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1244,1244,Philippines,14.707,121.13,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1245,1245,Philippines,9.983,124.3,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1246,1246,Philippines,15.146,120.977,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1247,1247,Philippines,18.171,120.59,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1248,1248,Philippines,14.071,121.325,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1249,1249,Philippines,14.365,121.034,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1250,1250,Philippines,15.027,120.969,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1251,1251,Philippines,15.616,120.432,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1252,1252,Philippines,17.467,121.75,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1253,1253,Philippines,11.499,122.617,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1254,1254,Philippines,11.233,123,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1255,1255,Philippines,6.633,122.1,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1256,1256,Philippines,13.967,121.526,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1257,1257,Philippines,11.594,122.101,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1258,1258,Philippines,9.067,123.036,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1259,1259,Philippines,10.794,122.024,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1260,1260,Philippines,9.917,123.601,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1261,1261,Philippines,11.421,122.666,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1262,1262,Philippines,14.217,120.97,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1263,1263,Philippines,17.864,120.448,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1264,1264,Philippines,9.752,122.411,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1265,1265,Philippines,9.198,123.519,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1266,1266,Philippines,10.391,124.983,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1267,1267,Philippines,10.75,124,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1268,1268,Philippines,12.975,124.011,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1269,1269,Philippines,8.54,123.363,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1270,1270,Philippines,10.29,125.123,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1271,1271,Philippines,14.783,120.884,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1272,1272,Philippines,18.467,122.15,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1273,1273,Philippines,10.834,122.532,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1274,1274,Philippines,13.465,122.056,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1275,1275,Philippines,14.281,121.414,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1276,1276,Philippines,15.767,119.9,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1277,1277,Philippines,14.067,121.317,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1278,1278,Philippines,17.118,120.448,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1279,1279,Philippines,18.283,121.433,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1280,1280,Philippines,6.55,125.474,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1281,1281,Philippines,14.818,120.966,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1282,1282,Philippines,14.312,121.107,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1283,1283,Philippines,6.433,124.716,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1284,1284,Philippines,15.587,120.88,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1285,1285,Philippines,7.55,125.616,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1286,1286,Philippines,14.114,121.133,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1287,1287,Philippines,14.984,120.732,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1288,1288,Philippines,14.883,120.238,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1289,1289,Philippines,6.367,124.733,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1290,1290,Philippines,9.793,125.47,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1291,1291,Philippines,13.878,120.921,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1292,1292,Philippines,13.372,123.721,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1293,1293,Philippines,17.407,121.437,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1294,1294,Philippines,6.686,124.681,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1295,1295,Philippines,14.102,120.965,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1296,1296,Philippines,13.968,122.538,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1297,1297,Philippines,8.537,124.755,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1298,1298,Philippines,16.94,120.45,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1299,1299,Philippines,7.382,125.813,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1300,1300,Philippines,8.234,124.604,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1301,1301,Philippines,15.538,120.933,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1302,1302,Philippines,10.134,124.322,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1303,1303,Philippines,10.737,122.969,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1304,1304,Philippines,14.085,121.151,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1305,1305,Philippines,14.497,121.292,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1306,1306,Philippines,9.075,126.2,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1307,1307,Philippines,14.399,120.85,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1308,1308,Philippines,11.263,122.554,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1309,1309,Philippines,15.487,120.595,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1310,1310,Philippines,14.028,121.593,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1311,1311,Philippines,10.822,119.511,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1312,1312,Philippines,14.565,121.129,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1313,1313,Philippines,16.028,120.742,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1314,1314,Philippines,6.2,124.834,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1315,1315,Philippines,13.965,121.325,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1316,1316,Philippines,10.7,122.533,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1317,1317,Philippines,10.719,123.509,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1318,1318,Philippines,13.315,122.067,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1319,1319,Philippines,14.28,120.863,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1320,1320,Philippines,8.049,126.033,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1321,1321,Philippines,17.74,121.397,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1322,1322,Philippines,16.398,120.566,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1323,1323,Philippines,10.728,123.83,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1324,1324,Philippines,6.833,124.883,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1325,1325,Philippines,17.277,121.879,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1326,1326,Philippines,7.499,122.366,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1327,1327,Philippines,6.332,124.945,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1328,1328,Philippines,10.051,124.473,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1329,1329,Philippines,15.928,120.84,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1330,1330,Philippines,13.832,121.984,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1331,1331,Philippines,11,122.133,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
G6PD_Data.1332,1332,Philippines,7.906,125.094,Point,,,,,,"Padilla, C. (2011). ""Unpublished data from the Philippines.""",10,PHL,false
